Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T060_009,SE_T060_010,SE_T061_001,SE_T062_001,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T069_008,SE_T069_009,SE_T069_010,SE_T070_001,SE_T071_001,SE_T093_001,SE_T171_001,SE_T171_002,SE_T171_003,SE_T171_004,SE_T171_005,SE_T171_006,SE_T171_007,SE_T171_008,SE_T171_009,SE_T171_010,SE_T171_011
"3329060","32000US3329060","Laconia, NH Micro Area; New Hampshire","Laconia, New Hampshire","nh","320","00","ACSSF","0002076",,,,,"33",,,,,,,,,,,,,,"29060",,,,,,,,,,,,,,,,,,,,,,,,,,,,60392,150.8924,400.2321060947,60392,58320,322,149,643,0,97,861,60392,59439,57471,322,149,643,0,77,777,953,849,0,0,0,0,20,84,24464,1045,980,1450,1286,1015,1249,1006,1022,879,2047,2617,3543,2538,1273,1459,1055,61245,61245,61420,,,,,,67708,59135,61443,78649.0230542838,78649.0230542838,78852.3462243707,55912.037037037,46176.1904761905,87968.8888888889,,,76384.1666666667,67594.4881889764,78912.2460094683,73190,91014.2484057091,1924069700,1924069700,1892140900,6038500,4848500,11875800,,,9166100,8584500,1883556400,1498549600,387261100,37715,24464,69,296,4114,2653,4519,3448,1978,1443,1090,4854
"3331700","32000US3331700","Manchester-Nashua, NH Metro Area; New Hampshire","Manchester-Nashua, New Hampshire","nh","320","00","ACSSF","0002077",,,,,"33",,,,,,,,,,,,,,"31700",,,,,,,,,,,,,,,,,,,,,,,,,,,,404948,462.1963,876.138657013083,404948,367298,9519,460,14945,73,3600,9053,404948,380458,348784,8164,419,14837,73,912,7269,24490,18514,1355,41,108,0,2688,1784,156114,6241,4909,6232,5395,6272,5939,5818,6418,5528,11241,15822,22737,17755,11470,12967,11370,73189,73189,73772,49259,46250,92450,,50684,56250,44610,75057,91648.4978925657,91648.4978925657,92106.1672300105,64261.5165876777,95280.1687763713,107030.699088146,0,63388.1992337165,82758.5576923077,60340.379244451,93246.3703225343,87868,106363.490030396,14307613600,14307613600,13297920000,203387700,22581400,528196500,,82721600,172137800,410495600,12995280400,11127535600,2949802500,167606,156114,510,1856,15973,16658,33497,24852,15081,11631,5565,30491
"3410900","32000US3410900","Allentown-Bethlehem-Easton, PA-NJ Metro Area (part); New Jersey","Allentown-Bethlehem-Easton, New Jersey","nj","320","00","ACSSF","0010892",,,,,"34",,,,,,,,,,,,,,"10900",,,,,,,,,,,,,,,,,,,,,,,,,,,,107095,300.0553,356.917496142839,107095,95863,4474,176,2993,14,2012,1563,107095,98346,89471,4386,48,2993,14,104,1330,8749,6392,88,128,0,0,1908,233,41454,1421,1133,1349,1809,1681,1731,1292,1793,1634,3556,4018,5544,4874,3139,3396,3084,72999,72999,73667,80625,31462,80250,,53241,59231,53061,74220,90981.9341921166,90981.9341921166,91064.4648829431,95722.2308288149,45704.347826087,112009.78021978,,54175.6916996047,74564.2857142857,70484.375,91696.8487394958,89818,104498.105072842,3771565100,3771565100,3485219200,123577400,3153600,101928900,,27412900,30273100,153374000,3360872900,3005470000,714770500,45321,41454,60,328,4463,5749,4796,5559,4468,4252,1964,9815
"3412100","32000US3412100","Atlantic City-Hammonton, NJ Metro Area; New Jersey","Atlantic City-Hammonton, New Jersey","nj","320","00","ACSSF","0010893",,,,,"34",,,,,,,,,,,,,,"12100",,,,,,,,,,,,,,,,,,,,,,,,,,,,274026,493.1147,555.704443418271,274026,184371,42711,563,22658,66,14225,9432,274026,223856,155570,39702,465,22446,28,425,5220,50170,28801,3009,98,212,38,13800,4212,101083,6269,4920,6156,5191,4587,5088,4702,4613,4436,7884,10153,12054,8713,5107,6364,4846,55456,55456,63364,32155,30071,55241,,42603,44746,42361,66708,74846.6685792863,74846.6685792863,82467.4808382986,49733.3828628034,31897.65625,75655.6955645161,0,47101.1590171535,62180.011554015,52678.0935506733,85831.2272382104,67475,86274.6222059362,7565725800,7565725800,5992994300,803293600,8165800,450302700,,203194400,107633600,743287900,5538431600,5886086100,1540029800,127617,101083,78,1561,13710,11090,14833,15516,13167,11951,5229,13948
"3435620","32000US3435620","New York-Newark-Jersey City, NY-NJ-PA Metro Area (part); New Jersey","New York-Newark-Jersey City, New Jersey","nj","320","00","ACSSF","0010894",,,,,"34",,,,,,,,,,,,,,"35620",,,,,,,,,,,,,,,,,,,,,,,,,,,,6594915,1731.781,3808.17005793077,6594915,4434950,837259,14128,692074,2198,456931,157375,6594915,5182229,3575310,783241,7001,687529,1738,32240,95170,1412686,859640,54018,7127,4545,460,424691,62205,2352195,127494,86939,90032,92359,87233,86295,81430,81120,72375,152184,204862,284243,237274,167148,220140,281067,76077,76077,81966,47467,43819,109767,53750,45108,63379,50838,87971,105868.45193532,105868.45193532,113189.549289738,65304.2156010971,67166.5296408481,136852.833437768,85898.3416252073,59198.13835655,87073.1440501044,69320.5598086939,120111.915665024,93332,123478.987544093,249023243300,249023243300,189100346900,19167113800,310443700,29484258700,51796700,7781180900,3128102700,28495533200,170149218500,201943586700,44028599300,2590975,2352195,5988,29695,208148,215255,269020,280724,328062,381211,196631,437461
"3436140","32000US3436140","Ocean City, NJ Metro Area; New Jersey","Ocean City, New Jersey","nj","320","00","ACSSF","0010895",,,,,"34",,,,,,,,,,,,,,"36140",,,,,,,,,,,,,,,,,,,,,,,,,,,,95404,379.4533,251.424893088308,95404,86962,4384,58,1013,98,1286,1603,95404,88568,81874,4315,55,1010,39,48,1227,6836,5088,69,3,3,59,1238,376,40073,2056,1912,1921,1915,2327,1661,1802,1728,1656,3259,4102,5032,3906,2353,2295,2148,59338,59338,60535,38760,53472,,,51014,28438,29559,61659,81020.9243131285,81020.9243131285,82083.3320056295,60786.1130994989,51075.7575757576,117611.805555556,0,52542.5981873112,47709.3220338983,49389.0017931859,83265.525296106,75594,95851.20374671,3246751500,3246751500,3091176200,84918200,1685500,33872200,,17391600,16889100,82627800,3029949200,2476411700,728159400,98900,40073,177,595,5042,3953,6901,6792,3911,5430,1877,5395
"3437980","32000US3437980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); New Jersey","Philadelphia-Camden-Wilmington, New Jersey","nj","320","00","ACSSF","0010896",,,,,"34",,,,,,,,,,,,,,"37980",,,,,,,,,,,,,,,,,,,,,,,,,,,,1317171,786.9613,1673.74306907986,1317171,939064,211584,1931,59726,317,62935,41614,1317171,1182139,885892,201015,975,59278,261,4169,30549,135032,53172,10569,956,448,56,58766,11065,479362,25480,17066,18510,19316,17753,18143,16693,18047,16619,34611,45935,65481,52891,36196,41322,35299,72230,72230,78010,52518,32548,91905,152750,42088,56519,48276,78974,91743.9183748399,91743.9183748399,97477.3902545544,68613.7498161789,48608.322324967,119248.333614343,131080.555555556,54513.3363420964,76771.7610639762,66396.2493224932,98172.5367132156,88592,107505.627082428,43978548200,43978548200,35042244500,5132377100,36796500,2121785600,9437800,966303400,669603300,2450021600,33786471200,35621344500,7748803200,523159,479362,1040,6026,49051,55611,63605,80477,64768,67478,27267,64039
"3445940","32000US3445940","Trenton, NJ Metro Area; New Jersey","Trenton, New Jersey","nj","320","00","ACSSF","0010897",,,,,"34",,,,,,,,,,,,,,"45940",,,,,,,,,,,,,,,,,,,,,,,,,,,,371101,1652.588,224.557494474878,371101,235205,75905,451,38667,118,13588,7167,371101,310119,191695,73118,229,38584,78,943,5472,60982,43510,2787,222,83,40,12645,1695,130129,7726,4796,5198,4872,4317,5168,4880,4394,3154,8571,12800,15663,12661,8761,11300,15868,73966,73966,82834,43393,56161,131607,,52450,63906,48125,91008,106676.352696171,106676.352696171,115702.114341196,57554.3846212759,70033.7579617834,164763.899204244,0,62602.3072747014,111037.567359507,64625.7304369919,123093.173376035,95533,128807.451490638,13881687100,13881687100,10129141600,1502975200,10995300,1863479700,,230626900,144237800,1017467500,9378099600,11384646600,2355876000,144171,130129,246,1365,11934,12448,15446,14427,16963,20942,9085,27273
"3447220","32000US3447220","Vineland-Bridgeton, NJ Metro Area; New Jersey","Vineland-Bridgeton, New Jersey","nj","320","00","ACSSF","0010898",,,,,"34",,,,,,,,,,,,,,"47220",,,,,,,,,,,,,,,,,,,,,,,,,,,,155744,321.9829,483.702676614718,155744,99295,30904,1163,2077,0,15346,6959,155744,110368,74799,28141,736,1986,0,49,4657,45376,24496,2763,427,91,0,15297,2302,50718,4389,3084,3170,2738,2520,2633,2691,2229,2113,4015,5017,6388,4080,2492,1812,1347,49537,49537,52868,40845,51976,47917,,38061,42366,36165,57393,64183.386568871,64183.386568871,68541.0432207108,52300.4433497537,65532.5905292479,75691.6030534351,,48704.2689434365,56926.6134397871,51331.7973545431,72254.5344619105,58151,72236.172878171,3255253000,3255253000,2499280600,424679600,23526200,39662400,,182543600,85560700,593754900,2151162000,2537151100,602556500,56299,50718,138,515,5294,4391,5501,8149,7289,7430,3111,8900
"3510460","32000US3510460","Alamogordo, NM Micro Area; New Mexico","Alamogordo, New Mexico","nm","320","00","ACSSF","0004051",,,,,"35",,,,,,,,,,,,,,"10460",,,,,,,,,,,,,,,,,,,,,,,,,,,,65333,9.879168,6613.20925347917,65333,50277,2347,4591,851,45,4688,2534,65333,41296,33003,2206,4060,788,21,64,1154,24037,17274,141,531,63,24,4624,1380,23043,2316,1658,2057,1510,1246,1166,1184,1192,1318,1938,2389,2654,1053,644,460,258,41502,41502,44117,39881,26757,26739,,19620,44688,25677,47739,53054.3375428547,53054.3375428547,55856.8619246862,43475.4874651811,35162.5645438898,63133.6956521739,,32621.0134128167,52378.1431334623,41373.5000817394,59421.4825918103,49323,61746.7729030537,1222531100,1222531100,1067983200,31215400,40858900,11616600,,43777400,27079500,253081700,872129100,926078100,280696900,30976,23043,89,816,3228,4039,4068,4018,2818,2775,490,702
"3510740","32000US3510740","Albuquerque, NM Metro Area; New Mexico","Albuquerque, New Mexico","nm","320","00","ACSSF","0004052",,,,,"35",,,,,,,,,,,,,,"10740",,,,,,,,,,,,,,,,,,,,,,,,,,,,904486,97.43993,9282.49863088169,904486,657584,23647,51906,18562,711,115343,36733,904486,469703,365994,20720,46455,17366,510,2622,16036,434783,291590,2927,5451,1196,201,112721,20697,343268,29266,19178,20774,20103,17708,18542,16129,16076,14603,27783,33885,40675,26959,14638,14704,12245,49711,49711,52559,42102,35933,63125,46883,36165,46491,41243,58649,66762.2187328851,66762.2187328851,70540.2514155344,61555.3038105046,48110.1920713962,84888.3066554339,52409.756097561,48686.3250550141,58732.1317087907,55100.8497409326,77694.6823004831,61263,78444.7074939119,22917333300,22917333300,18674896700,537931800,743927900,503812100,15041600,1858454400,583268800,7709986400,13172900300,17008067700,5508565000,380218,343268,1210,5659,65374,63847,57115,61211,33509,32546,12581,10216
"3516100","32000US3516100","Carlsbad-Artesia, NM Micro Area; New Mexico","Carlsbad-Artesia, New Mexico","nm","320","00","ACSSF","0004053",,,,,"35",,,,,,,,,,,,,,"16100",,,,,,,,,,,,,,,,,,,,,,,,,,,,56369,13.49921,4175.72568830435,56369,51182,786,704,258,54,2595,790,56369,30051,27817,786,669,258,54,33,434,26318,23365,0,35,0,0,2562,356,20941,1401,811,782,1304,833,968,1190,857,985,1399,2394,3143,1989,1283,846,756,59625,59625,59786,,80048,81313,,50450,46855,53376,62387,72597.27806695,72597.27806695,73444.4734506344,68483.6206896552,66218.3783783784,80462.8571428571,0,60249.9507389163,61751.2195121951,63446.6634487752,79086.1806311208,68384,81956.4816697161,1520259600,1520259600,1406682000,15888200,12250400,8448600,,61153700,15190800,525782500,944842600,1209431800,274052600,23428,20941,174,905,1899,2437,2425,2807,2760,4195,2154,1185
"3517580","32000US3517580","Clovis, NM Micro Area; New Mexico","Clovis, New Mexico","nm","320","00","ACSSF","0004054",,,,,"35",,,,,,,,,,,,,,"17580",,,,,,,,,,,,,,,,,,,,,,,,,,,,50544,35.97958,1404.79692106682,50544,35557,3110,573,815,123,8717,1649,50544,30139,25182,2817,435,778,60,112,755,20405,10375,293,138,37,63,8605,894,18297,1775,1354,1096,1219,1198,1006,991,929,1137,1581,1523,2128,1019,636,459,246,42170,42170,47510,33889,40833,39911,,29136,62059,31078,51112,55689.6431108925,55689.6431108925,60848.5290897146,39610.248447205,59866.9902912621,68838.671875,0,33857.8265563152,62309.2391304348,43130.2570093458,63634.1244627172,48551,63248.8597727838,1018953400,1018953400,833564000,38263500,12332600,17622700,,94090900,22929800,258436500,681012400,762718000,233632500,20685,18297,86,550,1842,2411,2002,3518,3253,2442,1218,975
"3519700","32000US3519700","Deming, NM Micro Area; New Mexico","Deming, New Mexico","nm","320","00","ACSSF","0004055",,,,,"35",,,,,,,,,,,,,,"19700",,,,,,,,,,,,,,,,,,,,,,,,,,,,24627,8.305374,2965.18839778408,24627,22387,297,275,100,7,1132,429,24627,8616,7891,260,210,100,7,0,148,16011,14496,37,65,0,0,1132,281,8728,1611,833,629,836,791,507,388,403,418,715,492,468,361,80,104,92,27326,27326,27292,,,23125,,44226,97813,26719,28463,39758.2722273144,39758.2722273144,39385.2313386798,54598.8095238095,16496.25,27509.375,0,45178.5507246377,71424,35810.2242744063,43958.0604534005,35591,47291.3952174732,347010200,347010200,319217300,4586300,1319700,880300,,15586600,5356800,162864900,174513500,251164600,93231800,10958,8728,76,121,1311,1724,1511,1400,881,957,288,459
"3521580","32000US3521580","Española, NM Micro Area; New Mexico","Española, New Mexico","nm","320","00","ACSSF","0004056",,,,,"35",,,,,,,,,,,,,,"21580",,,,,,,,,,,,,,,,,,,,,,,,,,,,39924,6.811996,5860.83698920613,39924,23288,221,6231,147,3,8922,1112,39924,11415,5119,165,5640,147,3,54,287,28509,18169,56,591,0,0,8868,825,13343,2226,1183,902,885,679,952,598,686,512,886,1153,946,581,475,521,158,33972,33972,32876,,31911,71413,,38272,43182,34674,32944,49555.9994004347,49555.9994004347,50159.1340450771,48123.0769230769,40011.5499700778,124666.666666667,,51692.4135615979,50182.6086956522,50041.5742552729,50918.2191218712,45252,60663.6662206544,661225700,661225700,422841500,3128000,66859300,7480000,,153991700,6925200,460282400,124087700,498716000,151891300,19557,13343,14,151,1906,2542,2671,2743,1421,628,454,813
"3522140","32000US3522140","Farmington, NM Metro Area; New Mexico","Farmington, New Mexico","nm","320","00","ACSSF","0004057",,,,,"35",,,,,,,,,,,,,,"22140",,,,,,,,,,,,,,,,,,,,,,,,,,,,122537,22.22665,5513.06679104305,122537,65541,544,46340,677,66,5684,3685,122537,98303,49962,445,44703,662,62,98,2371,24234,15579,99,1637,15,4,5586,1314,41036,3905,2629,2061,2377,2011,2361,1982,1851,1867,3054,3877,5403,3158,1786,1689,1025,48624,48624,55908,42241,34931,55809,88646,46550,47147,46803,58346,64462.6839847938,64462.6839847938,73470.1244813278,92996.8553459119,46554.133144029,88738.3084577115,78056.5217391304,57981.2431243124,62817.5122749591,57256.1159591776,76567.0584332496,57730,72025.6360686298,2645290700,2645290700,1876867800,14786500,590213300,17836400,1795300,105409900,38381500,387108600,1615641500,2086366600,506378800,49607,41036,109,1135,5942,8643,7548,8327,3998,3985,585,764
"3523700","32000US3523700","Gallup, NM Micro Area; New Mexico","Gallup, New Mexico","nm","320","00","ACSSF","0004058",,,,,"35",,,,,,,,,,,,,,"23700",,,,,,,,,,,,,,,,,,,,,,,,,,,,74346,13.64194,5449.80939216707,74346,11912,382,56222,734,32,2814,2250,74346,64132,6737,349,54881,650,32,9,1474,10214,5175,33,1341,84,0,2805,776,18968,4251,1632,1409,1217,1124,1110,746,640,599,1249,1793,1344,843,538,273,200,29272,29272,51563,,24295,46111,,46058,32545,38306,62304,42845.1128215943,42845.1128215943,61875.5816686251,48705.2631578947,35787.1915930551,44092.4528301887,22473.9130434783,51085.7451403888,54310.7692307692,49426.1456483126,69810.9881724533,35906,48748.9146055518,812686100,812686100,263280600,4627000,469957400,9347600,516900,47305400,17651000,139134600,182974600,644509400,148453800,25768,18968,191,411,2401,3641,3845,3991,2057,1231,570,630
"3524380","32000US3524380","Grants, NM Micro Area; New Mexico","Grants, New Mexico","nm","320","00","ACSSF","0004059",,,,,"35",,,,,,,,,,,,,,"24380",,,,,,,,,,,,,,,,,,,,,,,,,,,,27373,6.029985,4539.48024469611,27373,12008,263,10987,154,25,3020,916,27373,17009,5567,236,10476,147,25,76,482,10364,6441,27,511,7,0,2944,434,8787,909,800,777,731,529,492,490,497,436,693,771,873,516,109,122,42,36160,36160,43717,41250,26917,12014,,29299,20464,36121,47904,45994.3439171503,45994.3439171503,53940.7591504745,43529.5454545455,37029.7548045063,20475.9493670886,,42261.2640163099,36249.3723849372,45550.9196515005,58481.0227726728,44630,52096.8462325264,404152300,404152300,238741800,1915300,111755800,1617600,,41458300,8663600,141162300,146378000,305600100,91487900,11110,8787,36,93,998,1108,1540,2190,1191,926,275,430
"3526020","32000US3526020","Hobbs, NM Micro Area; New Mexico","Hobbs, New Mexico","nm","320","00","ACSSF","0004060",,,,,"35",,,,,,,,,,,,,,"26020",,,,,,,,,,,,,,,,,,,,,,,,,,,,68930,15.69826,4390.93155335083,68930,60375,2354,537,110,31,3770,1753,68930,30437,26345,2257,442,110,22,128,1133,38493,34030,97,95,0,9,3642,620,21542,1385,1353,795,1277,842,905,735,1230,764,1845,2245,3123,2176,994,989,884,58152,58152,60056,30030,,,,50047,50795,54345,65893,73259.5580726024,73259.5580726024,75007.5645756458,40555.3446553447,112060.752688172,59046.6666666667,,69291.9765166341,63774.7747747748,63449.332237518,84823.6801392381,64492,79429.6994586522,1578157400,1578157400,1422893500,40595900,20843300,1771400,,70816400,21237000,617615800,877246500,1276514700,274022500,25340,21542,194,510,1689,1638,3533,4067,3530,4629,841,911
"3529740","32000US3529740","Las Cruces, NM Metro Area; New Mexico","Las Cruces, New Mexico","nm","320","00","ACSSF","0004061",,,,,"35",,,,,,,,,,,,,,"29740",,,,,,,,,,,,,,,,,,,,,,,,,,,,213825,56.15873,3807.51137379787,213825,190289,3614,2433,2242,23,11176,4048,213825,70118,60935,3296,1600,2178,23,137,1949,143707,129354,318,833,64,0,11039,2099,74989,8101,5652,5478,6071,4991,4143,3934,4085,2955,5455,6382,7201,4121,2319,2367,1734,38636,38636,39032,48738,30977,41158,,31818,36934,31356,54318,55262.6705250103,55262.6705250103,55174.7158332097,91286.5253595761,56655.5996035679,55098.9677419355,,43718.375,50628.1298299845,43802.2466266353,71211.1737904101,45626,62633.7353815277,4144092400,4144092400,3718224100,120589500,57165500,42701700,,139898800,65512800,1918494600,1969273800,3245554900,840191300,84121,74989,543,2839,16378,14525,13871,11961,5725,4678,1920,2549
"3529780","32000US3529780","Las Vegas, NM Micro Area; New Mexico","Las Vegas, New Mexico","nm","320","00","ACSSF","0004062",,,,,"35",,,,,,,,,,,,,,"29780",,,,,,,,,,,,,,,,,,,,,,,,,,,,28350,6.011679,4715.82058295251,28350,14188,549,380,293,55,12015,870,28350,6351,5183,399,287,183,0,27,272,21999,9005,150,93,110,55,11988,598,10630,2165,1184,869,809,600,697,542,472,420,618,776,642,514,144,101,77,27000,27000,36159,,,,,20381,30063,25250,35683,39719.0686735654,39719.0686735654,49345.1335877863,26094.5454545455,28045.4545454545,0,0,30305.0947625841,29849.8098859316,37051.7109326745,49253.3647663952,42841,52436.4440263405,422213700,422213700,258568500,1435200,2776500,,,148707100,7850500,299933600,114908100,278699700,136066500,15535,10630,14,65,1097,2638,1464,1766,870,720,548,1448
"3531060","32000US3531060","Los Alamos, NM Micro Area; New Mexico","Los Alamos, New Mexico","nm","320","00","ACSSF","0004063",,,,,"35",,,,,,,,,,,,,,"31060",,,,,,,,,,,,,,,,,,,,,,,,,,,,17895,163.9237,109.166640154317,17895,15471,95,224,1047,10,622,426,17895,14893,13163,95,197,1047,10,94,287,3002,2308,0,27,0,0,528,139,7586,281,217,65,94,133,158,231,277,100,376,399,1251,1035,758,1221,990,105902,105902,107017,90859,109750,87500,,76370,126198,68182,110657,119065.660427103,119065.660427103,119570.437133844,105433.898305085,123231.147540984,118674.396135266,0,88112.9032258065,162165.693430657,81076.4380530973,123935.335218766,127500,138465.126382306,903232100,903232100,795980400,6220600,7517100,49131200,,21852000,22216700,73293100,744975300,701187400,201113200,8309,7586,0,24,829,541,892,1728,1403,1473,664,32
"3538780","32000US3538780","Portales, NM Micro Area; New Mexico","Portales, New Mexico","nm","320","00","ACSSF","0004064",,,,,"35",,,,,,,,,,,,,,"38780",,,,,,,,,,,,,,,,,,,,,,,,,,,,19618,8.015753,2447.43084215062,19618,14543,516,193,75,6,3507,778,19618,11661,10535,445,161,75,0,22,423,7957,4008,71,32,0,6,3485,355,7110,925,678,572,555,473,357,368,438,207,467,628,732,320,230,104,56,34933,34933,36059,,64044,,,31131,27283,26599,40648,48344.6694796062,48344.6694796062,50421.5140153544,51217.3515981735,50541.8181818182,,,38139.6777442095,39052.479338843,36961.6056572379,55570.1433857539,41939,55518.2521620391,343730600,343730600,282410900,11216600,2779800,,,37872700,9450700,88855700,240285300,243947200,95799600,8299,7110,69,172,738,1082,1085,1071,983,912,488,510
"3540740","32000US3540740","Roswell, NM Micro Area; New Mexico","Roswell, New Mexico","nm","320","00","ACSSF","0004065",,,,,"35",,,,,,,,,,,,,,"40740",,,,,,,,,,,,,,,,,,,,,,,,,,,,65610,10.81732,6065.27459432244,65610,52656,1152,929,523,40,8600,1710,65610,29563,26879,1091,461,469,40,56,567,36047,25777,61,468,54,0,8544,1143,23153,2389,1763,1525,1463,1731,1190,1151,1201,988,1636,1994,2791,1545,901,383,502,41356,41356,43076,32300,34352,166136,,33699,36167,36505,47537,56875.7050922127,56875.7050922127,59568.767565317,52301.0471204189,39322.905027933,163222,,39817.4388909157,51302.6960784314,45803.0182390519,67063.5396103339,50688,64234.3609069006,1316843200,1316843200,1144554300,19979000,14077600,8161100,,109139600,20931500,494718400,781357300,1039761600,250388400,26710,23153,9,344,1690,2052,3311,4134,4136,4160,1645,1672
"3540760","32000US3540760","Ruidoso, NM Micro Area; New Mexico","Ruidoso, New Mexico","nm","320","00","ACSSF","0004066",,,,,"35",,,,,,,,,,,,,,"40760",,,,,,,,,,,,,,,,,,,,,,,,,,,,19726,4.083136,4831.09109694717,19726,17540,127,331,71,0,1102,555,19726,13509,12606,117,290,71,0,9,416,6217,4934,10,41,0,0,1093,139,8016,710,754,654,495,569,374,444,418,501,448,823,783,415,207,207,214,40065,40065,41377,,,,,29375,,32271,45125,56691.1427145709,56691.1427145709,58832.4772387553,0,27222.8571428571,0,,34032.6975476839,29340.9638554217,37110.5180533752,64114.8791283623,50213,65432.2040987035,454436200,454436200,432948200,,4764000,,,12490000,2435300,70918200,376610800,312896800,138069600,17671,8016,15,146,1794,954,1532,1476,648,766,289,396
"3542140","32000US3542140","Santa Fe, NM Metro Area; New Mexico","Santa Fe, New Mexico","nm","320","00","ACSSF","0004067",,,,,"35",,,,,,,,,,,,,,"42140",,,,,,,,,,,,,,,,,,,,,,,,,,,,147320,77.15456,1909.41400500697,147320,122883,1150,4936,1797,88,12611,3855,147320,72055,63530,970,3647,1746,73,316,1773,75265,59353,180,1289,51,15,12295,2082,61286,4451,2762,2942,3221,3112,3161,2483,2949,2757,5096,5920,7328,4932,3176,3286,3710,55370,55370,56954,47955,45820,70875,,39714,51833,45115,64147,78731.197989753,78731.197989753,80825.5785030527,76120.6382978723,54814.502849905,114573.843930636,148254.166666667,55961.1020692862,78131.6840277778,60543.791716928,92389.0341780142,66202,92027.4909997231,4825120200,4825120200,4289251800,35776700,86552100,79285100,3558100,240688700,90007700,1505724100,3073506000,3323112700,1422504000,71751,61286,187,1195,11911,14531,10713,9117,4179,4133,1746,3574
"3543500","32000US3543500","Silver City, NM Micro Area; New Mexico","Silver City, New Mexico","nm","320","00","ACSSF","0004068",,,,,"35",,,,,,,,,,,,,,"43500",,,,,,,,,,,,,,,,,,,,,,,,,,,,28879,7.289685,3961.62527393949,28879,26286,173,497,62,5,1087,769,28879,14568,13582,131,318,34,5,12,486,14311,12704,42,179,28,0,1075,283,11941,1317,607,979,1004,739,703,852,629,375,816,1134,1294,559,423,265,245,38890,38890,39224,,16397,,,47734,,34493,42242,57751.8047064735,57751.8047064735,59397.5163755458,15160,30888.2681564246,0,,47490.3465346535,35835.5481727575,45689.2793329363,68356.3878676471,49832,66391.5228496479,689614300,689614300,652897500,682200,5529000,,,19186100,10786500,230136900,446230500,480873800,201979100,14678,11941,12,238,1391,2280,1594,2083,1356,987,724,1276
"3545340","32000US3545340","Taos, NM Micro Area; New Mexico","Taos, New Mexico","nm","320","00","ACSSF","0004069",,,,,"35",,,,,,,,,,,,,,"45340",,,,,,,,,,,,,,,,,,,,,,,,,,,,32961,14.96112,2203.11042676646,32961,24936,105,2225,278,0,4715,702,32961,14314,11716,31,1920,271,0,18,358,18647,13220,74,305,7,0,4697,344,13006,1568,1478,909,754,891,852,551,905,584,920,993,1018,454,442,477,210,35323,35323,36685,,28714,63277,,25253,46429,30551,41312,49795.7711825311,49795.7711825311,51304.8607108549,0,38958.2262210797,64377.1929824561,,43666.0206718346,56783.3333333333,42444.4696969697,59929.0098126673,44988,60017.900990099,647643800,647643800,534083600,,30309500,3669500,,67595000,11924500,280133500,335902100,454635600,182538300,20359,13006,82,195,2211,2451,2506,2310,835,644,548,1224
